transaction_id,amount,transaction_type,merchant_risk_score,account_age_days,transactions_last_24h,failed_attempts_24h,device_trust_score,location_mismatch,international,hour,distance_from_home_km,previous_chargebacks,is_fraud
TXN107282,517.52,Online,0.398,2599,5,0,0.254,0,0,14,32.07,0,0
TXN107283,154.9,POS,0.598,2748,2,1,0.519,0,0,10,34.53,0,0
TXN107284,31.14,POS,0.931,1372,3,0,0.988,0,0,23,7.04,0,0
TXN107285,255.7,ATM,0.829,1311,4,0,0.279,0,0,18,15.0,0,0
TXN107286,99.84,Online,0.513,1941,2,1,0.205,0,0,1,26.54,0,0
TXN107287,692.18,Online,0.448,177,4,1,0.69,0,1,11,36.84,0,0
TXN107288,80.95,Online,0.033,726,5,1,0.169,0,0,3,32.15,0,0
TXN107289,424.63,Online,0.351,465,1,0,0.462,0,1,19,4.27,0,1
TXN107290,876.29,Bank Transfer,0.981,1057,4,0,0.357,0,0,16,48.68,0,0
TXN107291,63.37,Online,0.741,2188,4,1,0.539,0,1,6,51.95,0,0
TXN107292,122.34,Bank Transfer,0.525,915,4,0,0.183,0,1,18,12.62,0,1
TXN107293,218.9,Bank Transfer,0.862,1920,3,0,0.898,0,0,8,17.15,0,0
TXN107294,62.97,Online,0.023,2535,3,0,0.171,0,0,17,18.74,0,0
TXN107295,194.47,POS,0.958,2473,1,1,0.929,0,0,19,37.65,0,0
TXN107296,118.52,Online,0.7,1952,3,0,0.819,0,0,5,36.12,1,0
TXN107297,116.16,ATM,0.013,2099,5,0,0.859,0,0,17,26.32,1,0
TXN107298,155.86,POS,0.706,1630,3,1,0.747,0,0,1,23.21,0,1
TXN107299,159.38,POS,0.083,1829,2,0,0.978,1,1,0,43.89,0,0
TXN107300,174.84,POS,0.64,2907,2,0,0.821,0,0,8,13.67,1,0
TXN107301,81.55,ATM,0.301,1749,2,0,0.479,0,0,11,10.76,0,0
TXN107302,85.19,Online,0.212,1303,1,0,0.84,0,0,7,21.45,0,0
TXN107303,131.82,POS,0.628,3510,4,0,0.948,0,0,1,7.14,1,0
TXN107304,141.92,Online,0.434,3349,4,1,0.878,0,1,16,48.06,0,0
TXN107305,95.69,ATM,0.065,3151,2,0,0.669,0,0,18,21.62,0,0
TXN107306,205.19,Bank Transfer,0.822,3001,4,0,0.926,0,0,20,45.78,0,0
TXN107307,24.17,POS,0.266,1416,2,0,0.601,0,0,11,31.65,0,0
TXN107308,71.49,POS,0.618,3503,5,0,0.293,0,0,23,46.17,0,0
TXN107309,112.18,POS,0.609,2395,1,1,0.258,0,0,15,24.0,0,0
TXN107310,63.05,Online,0.056,3254,5,0,0.729,0,0,16,62.08,0,0
TXN107311,756.87,POS,0.997,103,2,0,0.416,0,0,9,97.42,0,1
TXN107312,151.24,POS,0.448,416,5,0,0.183,0,0,22,45.45,0,0
TXN107313,177.11,ATM,0.205,105,4,0,0.162,0,0,0,16.16,0,0
TXN107314,91.54,Online,0.437,3639,3,0,0.215,0,0,14,66.36,0,0
TXN107315,146.09,POS,0.603,1183,1,1,0.796,0,1,3,10.05,0,0
TXN107316,44.02,Online,0.003,171,6,1,0.14,0,0,5,44.41,0,0
TXN107317,125.23,POS,0.3,2762,5,0,0.794,0,1,5,8.55,0,0
TXN107318,58.15,POS,0.536,2895,2,0,0.104,0,0,23,21.94,0,0
TXN107319,112.46,Online,0.694,3380,4,0,0.169,0,0,1,19.65,0,0
TXN107320,11.47,POS,0.313,2125,5,0,0.885,0,0,5,34.12,0,0
TXN107321,48.04,POS,0.404,2502,4,0,0.843,0,0,7,7.36,0,0
TXN107322,641.58,Bank Transfer,0.221,2266,4,0,0.626,0,0,4,24.21,0,0
TXN107323,340.49,Bank Transfer,0.293,2587,2,0,0.303,0,0,7,44.7,0,0
TXN107324,555.04,POS,0.687,1902,3,0,0.143,0,0,13,71.45,0,1
TXN107325,594.5,Online,0.337,146,5,0,0.448,0,0,18,30.98,0,0
TXN107326,290.9,POS,0.28,635,5,0,0.806,0,1,14,65.13,0,1
TXN107327,94.36,ATM,0.299,3397,0,0,0.589,1,0,6,9.66,0,0
TXN107328,52.6,Bank Transfer,0.613,205,3,1,0.835,0,0,18,2.74,0,0
TXN107329,467.19,Online,0.561,344,4,0,0.71,0,1,21,10.97,0,0
TXN107330,158.31,Online,0.407,2927,1,0,0.909,0,0,3,5.38,0,0
TXN107331,1797.27,POS,0.632,3457,6,0,0.785,0,0,6,43.35,0,0
TXN107332,103.02,POS,0.643,1647,3,0,0.258,0,0,3,44.31,0,0
TXN107333,1067.31,Online,0.013,542,3,1,0.298,0,0,9,29.67,0,1
TXN107334,126.88,POS,0.339,2160,2,1,0.367,1,0,9,44.57,0,0
TXN107335,564.56,Online,0.244,150,2,0,0.339,0,0,4,25.07,0,0
TXN107336,809.72,Online,0.829,1334,7,0,0.221,0,0,10,24.14,0,1
TXN107337,53.36,POS,0.275,2070,3,0,0.814,0,0,16,54.21,0,0
TXN107338,91.38,Online,0.317,3217,1,1,0.369,0,0,18,19.5,0,0
TXN107339,52.83,ATM,0.538,441,2,1,0.555,0,0,5,33.78,0,0
TXN107340,43.38,Online,0.547,2226,6,1,0.951,0,0,15,43.25,0,0
TXN107341,289.19,Online,0.811,134,2,1,0.366,0,0,7,52.56,0,0
TXN107342,121.92,ATM,0.388,1714,1,0,0.645,0,0,3,32.67,0,0
TXN107343,156.39,POS,0.281,2447,2,0,0.56,0,0,18,21.0,0,0
TXN107344,258.85,Online,0.608,160,1,0,0.906,0,0,7,18.96,0,0
TXN107345,23.16,Online,0.728,2702,2,1,0.954,0,0,13,,0,0
TXN107346,537.41,POS,0.993,3597,2,0,0.986,0,1,23,19.23,0,1
TXN107347,104.68,Bank Transfer,0.618,1090,4,0,0.313,0,0,10,21.37,0,0
TXN107348,252.75,Online,0.491,2770,6,0,0.939,0,0,16,31.67,0,0
TXN107349,276.09,POS,0.133,1961,0,0,0.864,0,0,22,36.19,0,0
TXN107350,584.52,POS,0.987,3353,2,1,0.557,0,0,12,34.45,0,0
TXN107351,133.64,Bank Transfer,0.685,2151,6,0,0.638,0,0,9,30.59,0,0
TXN107352,17.75,ATM,0.165,2936,4,0,0.109,0,0,20,19.21,0,0
TXN107353,157.14,POS,0.46,612,8,1,0.887,0,0,16,18.81,0,0
TXN107354,181.4,Online,0.56,955,6,0,0.312,0,0,15,57.44,0,0
TXN107355,52.76,POS,0.217,1623,6,1,0.558,1,0,17,38.13,0,0
TXN107356,172.0,Online,0.732,3301,2,0,0.709,0,0,5,1.94,0,0
TXN107357,103.44,Online,0.65,2335,4,0,0.824,0,1,21,4.05,0,0
TXN107358,38.75,POS,0.234,797,6,2,0.816,0,0,23,13.51,0,1
TXN107359,290.47,Online,0.99,3236,8,1,0.675,0,0,8,39.03,0,0
TXN107360,84.46,Bank Transfer,0.949,2269,1,0,0.379,0,0,19,14.12,0,1
TXN107361,98.85,POS,0.266,1546,3,0,0.858,0,0,8,34.49,0,0
TXN107362,93.45,POS,0.442,1420,5,1,0.364,0,0,15,11.17,0,1
TXN107363,510.54,Bank Transfer,0.895,2561,3,0,0.853,0,0,1,42.73,0,1
TXN107364,142.46,POS,0.406,3220,2,0,0.346,0,1,15,38.06,1,1
TXN107365,160.63,Online,0.955,1846,1,1,0.466,0,0,4,3.1,0,0
TXN107366,95.52,Online,0.2,3085,4,0,0.443,0,0,8,73.13,0,1
TXN107367,235.77,POS,0.724,2589,4,0,0.725,0,1,7,16.2,0,0
TXN107368,572.1,POS,0.6,297,0,0,0.687,1,1,13,4.78,0,1
TXN107369,283.68,POS,0.346,2886,1,0,0.311,0,0,7,21.97,0,0
TXN107370,294.97,POS,0.718,2059,2,1,0.379,0,0,0,40.78,0,0
TXN107371,272.12,Online,0.024,1950,5,0,0.763,0,0,1,8.64,0,0
TXN107372,37.33,ATM,0.231,2248,1,0,0.167,0,0,14,27.27,0,0
TXN107373,61.8,POS,0.261,251,6,0,0.912,0,0,2,19.56,0,0
TXN107374,120.91,Online,0.117,3314,4,0,0.896,0,0,3,8.55,1,0
TXN107375,71.82,Online,0.034,3198,1,0,0.116,0,0,6,26.43,0,0
TXN107376,51.19,POS,0.353,3644,4,0,0.791,0,0,2,10.49,1,0
TXN107377,22.82,Online,0.218,2205,4,0,0.103,0,0,7,17.67,0,0
TXN107378,38.61,POS,0.133,897,4,0,0.377,0,0,19,11.85,0,0
TXN107379,114.83,Online,0.157,2204,1,1,0.34,0,0,0,14.59,0,0
TXN107380,138.46,POS,0.826,1050,4,0,0.81,0,0,14,20.43,0,0
TXN107381,67.15,Online,0.095,1874,1,0,0.228,1,0,14,14.37,0,0
TXN107382,160.6,Bank Transfer,0.725,2930,4,2,,0,0,12,15.07,0,1
TXN107383,96.17,POS,0.054,659,8,0,0.758,0,0,5,19.99,0,0
TXN107384,441.67,Bank Transfer,0.041,1676,3,0,0.128,0,1,15,11.3,0,0
TXN107385,126.26,POS,0.442,1789,2,1,0.35,0,1,10,6.28,0,0
TXN107386,297.77,POS,0.382,3395,2,0,1.0,0,1,20,8.48,0,0
TXN107387,181.86,POS,0.546,1973,1,0,0.87,0,0,17,26.58,0,0
TXN107388,36.52,ATM,0.703,1264,2,0,0.689,0,0,16,,0,0
TXN107389,135.55,Online,0.31,1419,2,0,0.488,0,0,5,5.26,0,0
TXN107390,43.14,Bank Transfer,0.194,1127,3,0,0.767,0,0,4,14.46,0,0
TXN107391,133.2,Online,0.822,569,1,0,0.473,0,0,16,8.9,1,0
TXN107392,70.45,Online,0.165,2601,6,0,0.166,0,0,10,21.38,0,0
TXN107393,217.45,Bank Transfer,0.798,2789,3,0,0.553,0,0,20,34.68,0,0
TXN107394,38.77,Bank Transfer,0.587,749,5,2,0.686,0,0,11,55.0,0,0
TXN107395,150.61,ATM,0.289,1682,2,1,0.62,0,0,23,18.13,1,0
TXN107396,263.07,Online,0.314,2755,4,1,0.567,0,0,4,81.35,0,1
TXN107397,367.82,ATM,0.371,2566,3,0,0.984,0,1,13,9.71,0,0
TXN107398,69.12,POS,0.591,319,3,1,0.104,1,0,19,15.71,0,0
TXN107399,151.07,Bank Transfer,0.98,200,2,0,0.454,0,0,9,11.8,0,0
TXN107400,178.42,Bank Transfer,0.318,287,3,0,0.237,0,0,0,37.06,0,1
TXN107401,697.24,Online,0.942,1855,0,1,0.444,0,0,8,19.25,0,1
TXN107402,33.74,POS,0.205,3338,2,0,0.418,0,0,13,42.45,0,0
TXN107403,59.67,POS,,297,3,0,0.141,0,0,8,24.17,1,0
TXN107404,2451.52,Bank Transfer,0.532,2567,2,1,0.228,0,0,21,39.96,0,1
TXN107405,112.95,Bank Transfer,0.976,2685,5,0,0.79,0,0,6,17.76,0,0
TXN107406,22.4,ATM,0.485,3518,2,1,0.465,0,0,14,2.93,0,0
TXN107407,82.88,Bank Transfer,0.8,2133,2,1,0.919,0,0,13,10.7,0,0
TXN107408,9.31,Online,0.473,3486,1,0,0.996,0,0,1,40.32,0,0
TXN107409,188.84,Bank Transfer,0.85,1664,4,0,0.895,0,0,5,31.73,0,0
TXN107410,333.55,POS,0.813,990,1,0,0.684,0,0,12,34.4,0,0
TXN107411,59.64,POS,0.686,3551,2,0,0.602,0,0,4,34.66,0,0
TXN107412,92.69,Online,0.615,1917,3,0,0.763,0,0,19,12.82,2,0
TXN107413,373.78,POS,0.518,1210,3,1,0.107,0,0,1,0.92,0,1
TXN107414,25.78,Online,0.957,2358,2,1,0.205,0,0,22,104.23,0,1
TXN107415,39.58,ATM,0.557,1560,7,1,0.138,0,1,17,25.06,0,1
TXN107416,118.14,POS,0.337,2736,1,0,0.831,0,0,5,29.95,1,0
TXN107417,69.94,ATM,0.882,2699,2,1,0.235,0,0,13,32.68,0,0
TXN107418,110.62,POS,0.66,97,4,2,0.927,0,0,15,23.85,0,0
TXN107419,41.94,ATM,0.558,1930,2,1,0.641,0,0,15,17.19,0,0
TXN107420,183.89,POS,0.682,3123,4,0,0.997,0,0,23,47.48,0,0
TXN107421,127.84,ATM,0.349,2413,8,1,0.752,0,0,19,11.68,0,0
TXN107422,257.03,Online,0.421,2637,4,2,0.179,0,0,21,11.15,0,0
TXN107423,181.34,Online,0.196,3564,5,1,0.539,0,1,17,21.54,0,0
TXN107424,182.49,POS,0.855,1274,5,0,0.255,0,0,22,3.7,0,0
TXN107425,34.94,POS,0.666,2548,7,0,0.172,0,1,11,4.04,0,1
TXN107426,242.89,POS,0.824,137,3,0,0.638,0,0,4,32.68,0,0
TXN107427,106.61,POS,0.317,575,4,0,0.422,0,1,4,42.57,0,0
TXN107428,125.64,POS,0.995,2556,4,0,0.507,0,0,1,39.82,0,0
TXN107429,423.38,ATM,0.357,787,2,0,0.506,0,0,1,10.25,0,1
TXN107430,72.28,POS,0.354,2879,2,2,0.198,0,0,21,54.3,0,0
TXN107431,573.17,POS,0.961,3178,3,1,0.105,0,1,12,3.43,0,1
TXN107432,629.22,POS,0.655,3266,1,0,0.928,0,0,1,19.51,0,0
TXN107433,315.07,Online,0.933,203,6,0,0.417,0,0,4,19.85,0,0
TXN107434,55.67,Online,0.623,1207,0,0,0.16,0,0,1,13.21,0,0
TXN107435,16.67,Online,0.246,1873,2,0,0.434,0,0,14,28.41,0,1
TXN107436,436.52,Online,0.391,87,2,0,0.711,0,0,6,21.22,0,0
TXN107437,165.9,Online,,3309,3,0,0.599,0,0,9,40.67,0,0
TXN107438,70.44,Online,0.489,3524,6,0,0.358,1,0,9,35.47,0,0
TXN107439,479.89,POS,0.709,2839,4,0,0.345,0,0,5,23.48,0,1
TXN107440,62.7,Online,0.167,1035,5,1,0.667,0,0,19,18.72,0,0
TXN107441,97.11,POS,0.4,448,3,1,0.445,0,0,14,44.08,0,1
TXN107442,250.86,ATM,0.839,3022,4,0,0.645,0,0,14,43.95,0,1
TXN107443,48.73,Online,0.941,2710,4,1,0.317,0,0,16,5.01,0,0
TXN107444,133.02,Online,0.324,3453,6,0,0.415,0,0,20,20.73,0,0
TXN107445,441.04,Online,0.173,1413,2,0,0.849,0,1,9,28.35,0,0
TXN107446,183.3,Bank Transfer,0.023,639,4,0,0.599,0,1,9,12.43,1,0
TXN107447,516.68,Online,0.127,3292,5,0,0.454,1,0,8,7.02,0,0
TXN107448,461.09,Online,0.836,419,4,0,0.288,0,0,18,20.61,0,1
TXN107449,149.57,Bank Transfer,0.456,2103,2,0,0.645,0,0,7,14.81,0,0
TXN107450,14.34,Online,0.292,1736,1,0,0.464,0,0,15,44.45,0,0
TXN107451,49.12,Online,0.776,2016,5,2,0.39,1,0,2,6.52,0,0
TXN107452,318.41,POS,0.793,1486,2,0,0.676,0,0,20,12.66,0,1
TXN107453,31.49,POS,0.362,61,7,0,0.63,0,0,19,27.35,0,0
TXN107454,107.05,ATM,0.901,2280,1,0,0.292,0,0,2,48.28,0,0
TXN107455,208.2,POS,0.463,933,6,0,0.791,0,1,4,6.65,0,0
TXN107456,645.21,POS,0.261,454,3,0,0.8,0,0,3,37.17,0,0
TXN107457,83.51,POS,0.9,1524,3,0,0.649,0,0,5,71.04,0,0
TXN107458,77.98,Bank Transfer,0.153,1082,4,1,0.648,0,0,9,41.27,0,0
TXN107459,140.83,Online,0.996,2650,4,1,0.363,0,0,4,33.41,0,1
TXN107460,210.8,Online,0.613,1340,4,0,0.458,0,0,19,17.61,0,0
TXN107461,127.2,Bank Transfer,0.915,1912,6,1,0.873,0,0,18,0.6,0,0
TXN107462,423.8,POS,0.179,1786,3,0,0.854,0,0,2,20.91,0,1
TXN107463,66.74,ATM,0.389,3116,4,0,0.875,0,0,11,11.51,0,0
TXN107464,167.36,ATM,0.873,402,2,1,0.87,0,0,3,52.98,0,0
TXN107465,231.65,Online,0.837,154,4,1,0.857,0,1,0,26.49,0,0
TXN107466,99.46,ATM,0.872,3168,3,1,0.527,0,1,0,6.86,1,1
TXN107467,343.68,Bank Transfer,0.28,1198,2,0,0.414,0,0,5,8.87,0,0
TXN107468,172.25,POS,0.618,2627,5,2,0.962,0,0,3,2.37,0,0
TXN107469,326.64,POS,0.39,2193,3,0,0.786,0,0,6,10.17,0,0
TXN107470,180.21,ATM,0.321,2793,3,0,0.113,0,0,16,6.23,0,0
TXN107471,216.24,Online,0.52,2414,4,1,0.241,0,0,4,45.28,0,1
TXN107472,78.85,Online,0.715,914,1,1,0.716,0,1,13,2.31,0,0
TXN107473,78.98,POS,0.519,1848,4,0,0.787,0,0,10,37.02,0,0
TXN107474,504.92,ATM,0.23,1138,6,0,0.199,0,1,4,22.0,0,1
TXN107475,280.2,ATM,0.807,1473,5,0,0.607,0,0,21,29.56,0,0
TXN107476,53.36,Bank Transfer,0.978,2002,3,0,0.608,0,0,13,14.79,0,1
TXN107477,177.84,Online,0.363,289,5,1,0.466,0,0,0,86.68,0,1
TXN107478,13.82,Bank Transfer,0.849,142,3,0,0.595,0,1,5,23.41,0,0
TXN107479,83.6,Online,0.864,2550,4,0,0.146,0,0,3,25.01,0,0
TXN107480,388.01,Online,0.261,350,5,0,0.471,0,0,9,63.33,0,1
TXN107481,130.96,Online,0.705,3301,1,0,0.255,0,0,8,33.57,0,1
TXN107482,166.99,Online,0.938,2355,2,0,,1,0,18,8.79,0,0
TXN107483,7.27,Online,0.74,2957,2,0,0.596,0,0,10,39.57,0,0
TXN107484,100.26,POS,0.03,1736,5,1,0.103,0,0,16,37.08,0,0
TXN107485,208.15,POS,0.605,2568,4,0,0.965,0,1,4,9.72,0,0
TXN107486,236.34,Online,0.778,702,1,0,0.461,1,0,2,11.87,0,0
TXN107487,388.52,POS,0.618,2325,3,0,0.3,0,0,11,13.12,0,0
TXN107488,120.27,Online,0.029,1154,3,0,0.546,0,1,22,15.58,0,0
TXN107489,125.76,POS,0.12,2824,3,0,0.65,0,0,9,34.85,0,0
TXN107490,39.17,POS,0.802,1359,2,0,0.953,0,0,8,5.56,0,0
TXN107491,120.96,Online,0.488,2841,4,1,0.953,0,0,22,16.35,0,0
TXN107492,42.03,POS,0.958,3266,6,0,0.749,0,0,22,11.98,0,0
TXN107493,23.39,Bank Transfer,0.415,55,1,1,0.776,0,0,0,21.73,0,0
TXN107494,50.14,Bank Transfer,0.822,256,4,0,0.418,0,1,0,4.41,0,0
TXN107495,670.94,Online,0.035,1325,2,1,0.39,0,0,21,44.61,0,0
TXN107496,113.23,Online,0.841,2009,5,0,0.422,0,0,13,30.43,0,0
TXN107497,184.91,POS,0.859,3172,2,0,0.442,0,0,17,13.22,0,0
TXN107498,88.81,ATM,0.362,1620,4,0,0.637,0,0,6,25.21,0,0
TXN107499,24.77,POS,0.309,3109,2,0,0.567,0,0,3,42.01,0,0
TXN107500,378.46,Bank Transfer,0.91,2670,2,1,0.418,0,0,8,12.38,0,1
TXN107501,16.91,Bank Transfer,0.778,2600,1,1,0.79,0,0,11,22.33,1,0
TXN107502,85.22,POS,0.598,3323,3,0,0.983,1,1,13,23.87,0,0
TXN107503,140.52,Online,0.436,1148,5,0,0.587,0,0,21,39.93,0,0
TXN107504,186.88,Online,0.912,2454,5,0,0.417,0,0,5,60.18,0,0
TXN107505,71.77,Online,0.747,2918,7,1,0.778,0,0,5,21.02,1,1
TXN107506,23.62,POS,0.417,3535,3,0,0.27,0,0,6,44.02,0,0
TXN107507,66.61,ATM,0.497,868,2,1,0.639,0,0,12,27.35,0,0
TXN107508,70.19,POS,0.098,2878,1,0,0.354,1,0,10,9.01,0,1
TXN107509,68.5,Bank Transfer,0.811,841,2,0,0.27,0,0,20,14.98,0,0
TXN107510,391.53,Online,0.842,3512,2,0,0.579,1,1,22,33.08,0,0
TXN107511,44.1,Online,0.356,1969,8,0,0.207,0,0,2,28.25,0,0
TXN107512,200.53,Bank Transfer,0.31,3198,2,0,0.587,0,0,10,77.49,0,0
TXN107513,173.87,ATM,0.252,2098,6,0,0.877,0,0,15,27.51,0,0
TXN107514,387.79,Online,0.173,303,1,0,0.764,0,0,19,7.1,0,0
TXN107515,129.91,Online,0.948,1301,3,1,0.672,0,0,4,40.15,0,0
TXN107516,327.38,Online,0.759,2234,7,0,0.165,0,1,20,42.13,0,1
TXN107517,124.93,POS,0.433,2215,4,1,0.179,0,0,1,16.15,0,0
TXN107518,229.15,Bank Transfer,,2021,4,0,0.84,0,0,9,38.52,1,0
TXN107519,33.02,POS,0.139,2596,3,0,0.808,0,0,19,79.48,0,0
TXN107520,10.61,Online,0.71,2119,3,1,0.23,0,0,19,56.68,0,0
TXN107521,216.49,ATM,0.203,682,5,1,0.532,0,1,15,10.54,0,1
TXN107522,228.42,POS,0.348,313,1,0,0.967,0,1,6,22.27,0,0
TXN107523,238.77,Bank Transfer,0.957,1074,2,0,0.822,0,0,20,31.58,0,0
TXN107524,87.8,POS,0.581,528,3,0,0.501,0,1,6,4.55,0,1
TXN107525,658.34,POS,0.808,2563,0,0,0.481,0,1,23,48.22,0,1
TXN107526,93.7,Online,0.104,3567,1,2,0.532,0,0,12,38.67,0,0
TXN107527,226.08,Online,0.33,3386,4,1,0.129,0,0,4,10.4,0,0
TXN107528,268.98,Bank Transfer,0.896,2080,2,0,0.679,0,0,12,41.26,0,0
TXN107529,827.77,Online,0.81,3231,5,1,0.489,0,0,6,42.6,0,0
TXN107530,108.09,POS,0.723,2411,7,0,0.2,0,0,5,31.37,0,1
TXN107531,77.23,POS,0.587,499,3,0,0.112,0,1,0,50.67,0,1
TXN107532,33.18,Online,0.269,2152,4,1,0.652,0,0,10,42.86,0,0
TXN107533,700.9,Online,0.585,2092,5,0,0.635,0,0,14,6.73,0,0
TXN107534,226.2,POS,0.051,2021,1,1,0.793,1,0,7,15.78,0,0
TXN107535,233.47,Online,0.202,2926,5,0,0.21,0,0,8,21.42,1,0
TXN107536,3349.96,Bank Transfer,0.518,3600,4,0,0.157,0,0,7,13.25,0,1
TXN107537,205.42,Online,0.002,889,3,0,0.855,0,0,2,35.98,0,0
TXN107538,40.35,Online,0.232,92,5,1,0.204,0,0,15,2.58,0,0
TXN107539,122.01,POS,0.152,2358,7,2,0.208,0,0,6,10.07,0,0
TXN107540,55.99,ATM,0.346,430,6,0,0.946,0,0,10,37.45,0,0
TXN107541,99.9,POS,0.858,1578,1,0,0.211,0,0,15,32.99,0,1
TXN107542,99.23,Online,0.947,3405,1,0,0.514,0,1,23,50.73,0,1
TXN107543,82.51,POS,0.165,2429,1,1,0.897,0,0,6,119.95,0,0
TXN107544,36.84,POS,0.231,3424,2,0,0.334,0,0,4,28.5,0,0
TXN107545,729.6,POS,0.847,146,1,0,0.503,0,0,9,17.46,0,0
TXN107546,200.11,POS,0.173,2587,4,0,0.98,0,1,13,10.65,0,0
TXN107547,118.45,Bank Transfer,0.741,1162,2,1,0.365,0,0,1,21.35,0,0
TXN107548,316.6,POS,0.085,299,3,0,0.789,0,0,7,20.12,0,0
TXN107549,237.71,Bank Transfer,0.648,1142,5,0,0.672,0,0,4,13.33,0,0
TXN107550,195.53,Online,0.266,3409,4,0,0.749,0,0,11,20.1,0,0
TXN107551,294.42,POS,0.75,1545,4,0,0.437,0,0,11,50.87,0,0
TXN107552,169.68,Online,0.519,3351,5,1,0.745,0,1,16,7.07,0,0
TXN107553,290.1,POS,0.179,444,4,0,,0,0,12,7.83,0,0
TXN107554,315.17,ATM,0.402,2405,3,0,0.884,0,0,11,65.57,0,0
TXN107555,174.64,POS,0.514,1610,7,1,0.355,0,0,5,11.69,0,0
TXN107556,119.06,Bank Transfer,0.996,1114,3,0,0.174,0,0,8,39.27,0,0
TXN107557,685.67,POS,0.48,1990,1,0,0.393,0,0,20,31.98,0,0
TXN107558,92.03,POS,0.151,2253,6,0,0.772,0,0,13,23.24,1,0
TXN107559,219.49,POS,0.555,126,4,1,0.563,0,0,23,16.73,0,0
TXN107560,224.51,Online,0.22,2396,6,0,0.58,0,0,2,13.14,1,0
TXN107561,80.68,Online,0.88,1119,2,0,0.235,1,0,18,30.98,0,0
TXN107562,66.17,Bank Transfer,0.834,2939,6,0,0.24,0,0,5,38.29,0,0
TXN107563,104.18,POS,0.129,671,2,0,0.237,0,0,0,23.76,0,0
TXN107564,90.72,POS,0.588,1064,3,0,0.505,0,0,17,26.53,1,0
TXN107565,34.53,ATM,0.697,3549,4,0,0.582,0,1,11,32.81,0,0
TXN107566,77.36,Online,0.252,924,5,0,0.95,0,1,11,10.18,0,0
TXN107567,193.68,ATM,0.626,501,3,0,0.381,0,0,4,11.8,1,0
TXN107568,526.34,Online,0.463,2022,3,1,0.191,1,0,21,6.63,0,1
TXN107569,258.37,ATM,0.482,2301,4,1,0.513,0,1,16,80.09,0,0
TXN107570,11.03,POS,0.551,2081,3,0,0.579,0,0,14,15.84,0,0
TXN107571,281.83,Bank Transfer,0.57,1484,4,1,0.636,0,0,2,30.47,0,0
TXN107572,84.93,POS,0.71,418,2,0,0.889,0,0,8,13.28,0,0
TXN107573,233.48,ATM,0.452,1070,5,0,0.489,0,0,3,23.11,0,0
TXN107574,146.33,POS,0.723,234,3,0,0.143,0,0,14,19.67,0,0
TXN107575,122.4,ATM,0.486,3121,2,0,0.903,0,1,1,19.5,0,0
TXN107576,133.99,Bank Transfer,0.663,969,2,0,0.461,0,0,12,29.7,0,0
TXN107577,145.12,Bank Transfer,0.263,2433,3,0,0.12,0,0,12,64.72,0,0
TXN107578,569.3,Online,0.542,972,2,2,0.358,0,0,21,11.82,0,0
TXN107579,145.52,Online,0.468,2275,3,0,0.51,0,0,2,11.26,0,0
TXN107580,439.46,ATM,0.302,360,0,0,0.943,0,0,23,43.6,0,0
TXN107581,379.9,Online,0.062,369,4,0,0.14,0,0,16,61.19,0,1
TXN107582,289.18,Online,0.51,1174,5,0,0.886,0,0,13,40.76,0,0
TXN107583,24.86,POS,0.01,967,5,1,0.182,0,0,2,29.59,0,0
TXN107584,453.34,Online,0.39,1195,4,0,0.689,1,1,0,32.54,0,0
TXN107585,93.89,POS,0.371,1030,3,0,0.236,0,0,9,13.82,1,0
TXN107586,303.6,Online,0.634,2542,5,0,0.407,0,1,20,15.13,0,1
TXN107587,56.12,POS,0.987,1602,6,1,0.874,0,1,20,54.33,0,0
TXN107588,45.37,Online,0.858,587,3,0,0.636,0,0,13,78.97,0,1
TXN107589,1071.04,ATM,0.975,3365,5,1,0.855,0,0,7,30.18,0,0
TXN107590,57.0,Online,0.951,2328,1,0,0.327,0,1,21,14.97,0,0
TXN107591,466.9,Bank Transfer,0.074,1491,2,2,0.532,1,0,12,76.76,0,0
TXN107592,167.07,POS,0.282,1874,1,0,0.285,0,0,4,26.45,0,0
TXN107593,97.5,Online,0.297,1217,1,0,0.867,0,0,13,66.61,0,0
TXN107594,141.91,Online,0.071,1452,4,0,0.599,0,0,17,12.39,0,0
TXN107595,40.4,Online,0.847,286,4,0,0.577,1,0,14,28.53,0,0
TXN107596,146.39,Online,0.895,3038,3,0,0.357,0,0,20,23.49,0,0
TXN107597,50.26,POS,0.605,1423,5,0,0.195,0,0,6,6.78,0,0
TXN107598,99.94,Online,0.891,2550,2,0,0.574,0,0,13,42.53,0,0
TXN107599,374.39,POS,0.714,219,2,1,0.238,0,1,4,24.79,0,1
TXN107600,191.37,Online,0.441,361,6,0,0.166,0,0,0,,0,0
TXN107601,33.71,ATM,0.15,1352,5,0,0.743,0,0,20,98.71,0,0
TXN107602,347.75,POS,0.958,167,3,0,0.74,0,0,23,13.52,0,0
TXN107603,147.36,Online,0.692,3533,5,0,0.136,0,0,22,16.12,0,0
TXN107604,86.3,Online,0.354,171,4,0,0.837,0,0,17,17.14,0,0
TXN107605,313.15,ATM,0.129,2042,1,0,0.922,0,0,22,45.96,0,0
TXN107606,125.56,POS,0.799,1300,4,0,0.885,0,0,1,11.42,0,0
TXN107607,46.26,Online,0.802,786,2,0,0.293,0,0,1,23.04,0,0
TXN107608,941.82,ATM,0.543,538,3,0,0.786,0,1,5,5.0,0,0
